ID,Name,Concepticon_ID,Concepticon_Gloss,Number,Description
1717-Fewhowmany,"Few, how many",,,1717-Fewhowmany,"  ‘Few, how many’ [Shi]. Karlgren (1956: 7) considers this cognate to → jī12 幾 which is glossed as ‘small’, but jī 幾 really means ‘be imminent, close to, first sign, detail’.   ||  [T] Sin Sukchu SR kjej (上), PR, LR ki; MGZY gi (上) [ki]; ONW ki  ||  [E] <> PTai *kiiᶜ ‘several, how many’ > S. kiiᴮ¹ (B is irregular), Saek kii³; prob. borrowed from CH together with the numerals. "
1718-Louse,Louse,,,1718-Louse,"  ‘Louse’ [Hanfei] is also an old dialect word for ‘leech’, still used in Mǐn (Norman 1983) which is prob. related to the old dialect words mǎ-qí 馬蜞 or 馬耆 ‘leech’.  ||  This is prob. derived from a ST etymon ‘to bite’, note KN *m-kei ‘to bite’; for a semantic parallel, see → zhì2 蛭 ‘leech’ and → dié2 咥 ‘bite’. "
1720-Asmallandweakwoman,A small and weak woman,,,1720-Asmallandweakwoman,"  ‘A small and weak woman’ [SW] (物 wù ‘thing’ in the SW gloss is thought to be an error for 弱 ruò ‘weak’), perh. a euphemism for the later attested meaning ‘singing girl, prostitute’ [Jinshu, i.e. post-Han]. A hypothetical OC form may have been *kre.  ||  [E] This appears to be a loan from early Vietnamese (the ancient Yuè in southern China): MK-PVM *keːɁ ‘woman’ > Viet. cái / gái ‘feminine’ [Ferlus]; elsewhere in MK: PWa *krih ‘girl’, PNBahn. *kadrì ‘female’ [K. Smith 1972: 64]. Alternatively, Wáng Lì (1982: 108) following earlier commentaries relates this word to jì 技 (gjeᴮ) ‘skill’, but this may be folk etymology. Also other foreign words for ‘girl, woman’ refer to a someone of low standing, see → bì 嬖, → tái3 嬯臺.  "
1721-Tocompletehavedone,"To complete, have done",,,1721-Tocompletehavedone,"  ‘To complete, have done’, mark of completed action [OB, BI, Shi, Shu].  ||  [T] Sin Sukchu SR kjej (去), PR, LR ki; MGZY gi (去) [ki]; ONW ki  ||  [<] exopass. (perfective) of qì 訖 (kjət) ‘to finish’ (§4.4); the perfect is implied in the passive meaning of tone C. Perh. cognate to → jì4 暨 ‘to reach’, but see there.  ||  [E] ST (?): Mru ki ‘complete’ (Löffler 1966: 129). "
1722-Tofinishcease,"To finish, cease",,,1722-Tofinishcease,"  ‘To finish, cease’ [Shu].  "
1723-Toreachtobringwithconcurwithtogetherwithand,"To reach to, bring with, concur with, together with, and",,,1723-Toreachtobringwithconcurwithtogetherwithand,"  ‘To reach to, bring with, concur with, together with, and’ [Shu].   ||  [<] exoactive ? of → jí1 及 (gjəp) (Baxter 1992: 351). Or less likely ᛝ → qì3 迄 (xjət), → jì3 既 (kjəiᶜ) (the MC vowels do not agree). "
1724-Tostand,To stand,,,1724-Tostand,"  ‘To stand’, has replaced → lì3 立 in southern dialects: Xiàmén kʰiaᶜ², Fúzhōu kʰieᶜ², Jiàn’ōu kyɛᴮ² (Norman 1988: 197). Perh. related to → jǐ3 掎 in the sense of ‘standing around’. "
1725-Tocommittoone,To commit to one,,,1725-Tocommittoone,"  ‘To commit to one’s charge’ [Lun], ‘entrust to, communicate’ [Li], Mand. ‘send’ (a letter).  ||  [E] ? ST: perh. cognate to WB khaiᶜ ‘to bring’, Lushai kʰaiᴸ ‘to give a present’. "
1726-Towarndetest,"To warn, detest",,,1726-Towarndetest,"  ‘To warn, detest’ 惎 [Zuo], 誋 [SW] > (‘be warned’:) ‘cautious’ [Shi], ‘show respect for’ [Zuo], ‘taboo’ 忌 [Zhouli] > ‘dread, hate’ 忌 [Shi]. Wáng Lì (1982: 86) relates this word to → jiè9 戒誡 ‘guard against’. "
1727-Leadingthreadregulate,"Leading thread, regulate",,,1727-Leadingthreadregulate,"  ‘Leading thread, regulate’ [Shi], ‘follow up, continue’ [Shu]. Unger (Hao-ku 38, 1992: 77) relates this word to WT ’kʰrid-pa, bkri ‘to conduct acc. to order’ [Das] ᛝ kʰrid ‘row, order, serial order’ [Das]; and to → lǐ5 理 (ljiᴮ) ‘regulate’. "
1728-Torecordremember,"To record, remember",,,1728-Torecordremember,"  ‘To record, remember’ [Shu]. "
1729-Youngestyoung,"Youngest, young",,,1729-Youngestyoung,"  ‘Youngest, young’ (of persons) [BI, Shi] > ‘last of a series’ [Zuo], ‘season, three-month period’ [Tang period]  — [E] Etymology not clear.   ||  [D] PMin *kieᶜ ~ *kyiᶜ ‘season’"
1730-Toclustertogethertocrowd,"To cluster together, to crowd",,,1730-Toclustertogethertocrowd,"  ‘To cluster together, to crowd’ [Shi].  "
1731-Togatherup,To gather up,,,1731-Togatherup,"  ‘To gather up’ 輯 [Li]; ‘to fold up, gather in’ (wings) 戢 [Shi]; ‘be crowded together’ (as horns of sheep) 濈  [Shi].  ||  [E] ? AA: PMonic *cap, Nyah Kur ‘(bird) to settle on, perch’, Mon *cɔp ‘to adhere to, cleave to’; OKhmer /ɉap/ ‘touch, join, meet, cling, adhere’.  ||  This word has perh. converged with → jí13 集輯. Perh. → zhí7 蟄 (ḍjəp) ‘cluster together, hibernate’ belongs here. "
1732-Akindofmillet,A kind of millet,,,1732-Akindofmillet,"  ‘A kind of millet’ (Panicum miliaceum, not glutinous).  ||  [E] Perh. TB-WB cʰap ‘millet’ (Luce, Sagart 2002 ms: 8). "
1735-Tohope,To hope,,,1735-Tohope,"  ‘To hope’ 冀 [Zuo]; ‘to long for’ 覬 [Zuo] is prob. cognate to → xī12 希睎 (so Wáng Lì 1982: 393).  ||  [E] Perh. ST: WT bkri-ba ‘try to acquire, search for’ (CVST 5: 66). "
1736-Tofordtocross,"To ford, to cross",,,1736-Tofordtocross,"  ‘To ford, to cross’ (a river) vb. [Shi] > ‘to help across, help over’ (e.g. difficulties) [Shu] > ‘to help’ (people) [Lunyu], ‘contribute’ [Zuo], ‘achieve’ [Yi]. "
1737-Aford,A ford,,,1737-Aford,"  ‘A ford’ n. [Shu].   ||  [<] nominal n-suffix derivative from jì ‘to ford’ (§6.4.3).  ||  [E] MK: Mon inscr. cnis [cnøs] > cnih ‘a ghat, place of access to river..., landing place’ < n-infix nominalization of cis [cøs] ‘to go down, descend’ vb. (e.g. down the bank to the river, also general). The Mon vowel is closer to CH than the Khmer cognate: cuḥ [cuh] ‘go down’, perh. also Viet. xìu [sìu] < ž- ‘go down’. Thus both Mon and OC derived a noun from the verb with a nominalizing affix, Mon with the MK n-infix > cnis ‘ghat’, OC with the ST n-suffix jīn 津 ‘a ford’. Perh. → xī2 西栖 ‘nest, west’ belongs to this wf. The ST syn. for ‘ford, cross’ is → dù2 渡. "
1738-Angry,Angry,,,1738-Angry,"  ‘Angry’ [Shi]. Etymology not certain. The notion ‘angry’ can derive from ‘rise’ (cf. Mand. qǐ 起), hence perh. cogn. to → jī11 隮 ‘rise’. Or jì could derive from ‘sick’ and be related to jì 癠 (under → jǐ5 擠). "
1743-Footprinttrack,"Footprint, track",,,1743-Footprinttrack,"  ‘Footprint, track’ [BI, Shi].  ||  [N] In Han and Wei-Jin poetry these two words rime in *-ek  (Luo / Zhou 1958; Ting 1975), but *tsiak occurs in Shījīng. See §11.3.2. The root initial was OCM *j- as the phonetic of 跡 (GSR 800) and TB cognates indicate (§9.2); a ST medial *-ja- (*-ia-) explains the OC *-iak ~ *-ek doublets. Possible allofams are → jí15 蹐 and → jí16 踖 ‘walk, step’, prob. as a result of paronomastic attraction.  ||  [E] ST *C-jak: TB-Limbu yok² ‘trace, track’, Lushai hniakᴴ ‘footprint, hoof-mark’. "
1744-Footprinttrack,"Footprint, track",,,1744-Footprinttrack,"  ‘Footprint, track’ [Shu] (also written with radical 162). "
1745-Tocontinueperpetuate,"To continue, perpetuate",,,1745-Tocontinueperpetuate,"  ‘To continue, perpetuate’ [Shi] is the s. w. as xì 係繫 *keh (under → xì 系繫 *geh). "
1746-Toaddattachhit,"To add, attach, hit",,,1746-Toaddattachhit,"  ‘To add, attach, hit’ [Shi]. "
1747-Toyoke,To yoke,,,1747-Toyoke,"  ‘To yoke’ [Shi].  ||  [<] exopass. of jiā: ‘be attached to’ (§4.4).  ||  [E] ST *kral: WT bkral-ba ‘to impose, place upon’ (tax), ‘appoint to’ ᛝ kʰral ‘tax, burden’ (HST: 36). WB kaᶜ ‘to harness, saddle’ is apparently a CH loan. "
1748-Begoodfineexcellentconsiderfineapprove,"Be good, fine, excellent > consider fine, approve",,,1748-Begoodfineexcellentconsiderfineapprove,"  ‘Be good, fine, excellent > consider fine, approve’ [Shi], ‘happy’ [Zuo].  ||  [E] ST: This word is prob. shared with TB, although the rimes do not agree: WT bkra-ba ‘beautiful, blooming’, bkra-šis ‘happiness, prosperity, blessing’ (šis ‘good luck, fortune, bliss’); Lushai ṭʰaᴸ / ṭʰatᴸ < tʰraah / ṭʰrat ‘be good, nice, virtuous, be advantageous’.  "
1749-Begood,Be good,,,1749-Begood,  ‘Be good’ [Lao] appears to be a vocalic variant of the above. 
1750-Tocongratulate,To congratulate,,,1750-Tocongratulate,  ‘To congratulate’ [Shi] (Karlgren 1949: 90 derives this word from gě next). 
1751-Bewellpassablesuitable,"Be well, passable, suitable",,,1751-Bewellpassablesuitable,"  ‘Be well, passable, suitable’ [Shi]. Alternatively, gě may belong to kě 可 (under → hè 何荷) (so Wáng Lì 1982: 431). "
1752-Beonbothsides,Be on both sides,,,1752-Beonbothsides,"  ‘Be on both sides’ [Shi], ‘support’ [Shu], ‘press between’ [Zuo], ‘tweezers’ [Zhouli].  ||  [E] Area word: PMY *nGep, PTai *g-: S. kʰɛɛpᴰ² (CH loans?). <> TB-JP lə⁵⁵-kap⁵⁵ ‘tweezers’. <> AA: Mon inscr. sakep /səkep/ ‘tongs’.   ||  [C] → xiē1 脅 (xjɐp) ‘sides of body, ribs’ belongs to this root, as could → jié1, jiā 梜 ‘chopsticks’. Wáng Lì (1982: 597) proposes that synonyms under → xié1 挾協 are possibly related. "
1753-Narrow,Narrow,,,1753-Narrow,  [T] ONW Ɣäp  — [D] PMin *h̯ap   ||  ‘Narrow’ [Li] (Karlgren 1949: 90).  ||  [<] endopass. of jiā 夾 (kăp) ( §4.6).
1754-Grasphold,"Grasp, hold",,,1754-Grasphold,"  ‘Grasp, hold’ [Shi]; ‘clasp under the arm, hold on to’ [Meng], ‘encompass, embrace, all round’ [Shi], 浹 [Zuo].  ||  [E] This word is prob. not related to the synonym → xié1 挾協 and the other stems listed there, because MC ts- rarely, if ever, derives from an earlier cluster *sk-. "
1757-Househouseholdfamily,"House, household, family",,,1757-Househouseholdfamily,"  ‘House, household, family’ [OB: Sōrui p. 272; Shi].   ||  [T] Sin Sukchu SR kja (平); MGZY gya (平) [kja]; ONW kä  ||  [E] ST: WT mkʰar ‘house, castle’. Beyer (1992: 114) includes the WT word in a wf ‘be penned up, be confined’.  "
1758-Togiveagirlinmarriage,To give a girl in marriage,,,1758-Togiveagirlinmarriage,  ‘To give a girl in marriage’ [Shi].  ||  [<] exoactive of jiā (§4.3) > ‘to marry’ (of a woman).  ||  [E] CH -> White Tai xaaᴮ¹ < *x- ‘id.’ (Li F. 1976: 40). 
1759-Malepigboar,"Male pig, boar",,,1759-Malepigboar,"  ‘Male pig, boar’ [Zuo, SW]; a Northeastern dialect word for → zhū4 豬 [ṭɑ] *tra ‘pig’ [FY]. Given the homophone jiā ‘male deer’ [SW], this may be a more general etymon for ‘male’ of an animal and may also be cognate to → gǔ7 羖 ‘ram’ (so Wáng Lì 1982: 126). If SW is correct that 豭 is an abbreviated phonetic in → jiā7 家 *kra   ||  ‘house’, then the word must be much older than Zuǒzhuàn, while zhū may be an early dialect word. "
1762-Shellfingernailarmour,"Shell, (finger-)nail, armour",,,1762-Shellfingernailarmour,"  ‘Shell, (finger-)nail, armour’ [BI, Shi].   ||  [T] Sin Sukchu SR kja (入); MGZY gya (入) [kja]; ONW käp    ||  [D] PMin *kɑp ~ *kap  ||  [E] ST: WT kʰrab ‘shield, fish scales’, Lepcha hróp (< *kʰrap) ‘armour, scales’  ‌(Bodman 1980: 142). Note also MK *krcaap ‘scales of fish’ (Shorto 2006 #1244a). The relationship with Tai: S. lepᴰ²S < *dl- ‘finger- or toenail’  ‌(Li F. 1976: 45) seems questionable. Jiǎ is prob. not related to → jiè1 介. "
1763-Leatherjerkinorcuirass,Leather jerkin or cuirass,,,1763-Leatherjerkinorcuirass,  ‘Leather jerkin or cuirass’ [Guan] (HST: 131). 
1764-Begreat,Be great,,,1764-Begreat,"  ‘Be great’ (of Heaven, rulers), ‘abundance’ [BI, Shi]. Wáng Lì (1982: 144) relates → xià5, shà 廈 ‘building’ to this wf.  ||  [E] Perh. related to → xián8 閑 ‘be large’ and → jiè2 介价 ‘increase’. Shī Xiàngdōng 2000: 27 relates this word to WT rgya ‘wide, broad’. "
1765-Begreat,Be great,,,1765-Begreat,  ‘Be great’ (of ruler) [Shi]. 
1766-Toborrow,To borrow,,,1766-Toborrow,"  ‘To borrow’ [Zuo] > ‘simulate’ [Meng] > ‘deception, false’ [BI, Shi, Li].   ||  [T] Sin Sukchu SR kja (上); MGZY gya (上) [kja]; ONW kä  ||  [E] ST: WT kar-skyin ‘a loan’ (Unger Hao-ku 35, 1986: 32). An allofam is prob. →  gù7 雇. "
1768-Graintosow,"Grain, to sow",,,1768-Graintosow,"  ‘Grain, to sow’ [Shi].  ||  [E] <> KT: PTai *klaᶜ¹ ‘young rice plant’ (Li F. 1976: 40), Saek tlaa³ > traa³ ‘rice seedlings’, PKS *kla³ ‘rice seedling’. The medials do not agree, see §7.3. "
1771-Price,Price,,,1771-Price,"  ‘Price’ 賈 [Lunyu], 價 [Meng].  ||  [T] Sin Sukchu SR kja (去); MGZY gya (去) [kja]  ||  [E] ST: WB ə-kyaᶜ ‘price’; Lushai kʰaarR ‘to buy the whole, buy in large quantities’. <> Tai: Saek khaa⁵ < gaaᴮ ‘value, price’ ᛝ khaaﬂ < kʰaaᴮ ‘engage in trade’. CH -> P-Miao *ɴqaᶜ [Wáng Fushi 1979] ‘price’ (Sagart). Perh. related to → gǔ11 賈. "
1773-Pointedsharp,"Pointed, sharp",,,1773-Pointedsharp,"  ‘Pointed, sharp’ 尖 [GY], ‘thin, slender, sharp-pointed’ 鑯 [Zhouli].  ||  This word is prob. cognate to xiān below; or it might have been influenced by words for → zān 簪 ‘pin’; it is possibly related to 殲 ‘to cut down (people)’ [Shi] (Wáng Lì 1982: 616). See → yǎn4 剡覃 for the semantic association of ‘sharp’ with ‘cut’.  ||  [E] ST: PTB *syam > WB sa≥m, Gyarung śom ‘iron’, Nung śam ‘iron, sword’ (STC: 53). The wf → yǎn4 剡覃 represents a different stem (STC: 171 n. 457 relates xiān to PTB *s-ryam). "
1774-Sharp,Sharp,,,1774-Sharp,"  ‘Sharp’ [Mo] has been borrowed by PTai *s-: S. siamᴬ¹ ‘spade, hoe’ ᛝ siamᶜ¹ ‘to sharpen to a point’. "
1775-Firm,Firm,,,1775-Firm,"  ‘Firm’ (e.g. fruit, bows), ‘solid, strong’ (e.g. ice) [Shi].   ||  [T] Sin Sukchu SR kjen (平); MGZY gÿan (平) [kjɛn]; ONW kėn  ||  [E] ST *kin/ŋ: WB kyañ ‘feeling of numbness’, JP kyin ‘stiff, aching’ [Matisoff 1974 no. 15], Lushai kʰiŋF < kʰiŋɁ  ‘dry out, get hard’ (of ouside of meat etc.). For related and similar items, see → gù1 固 (incl. Table G-1) and Table J-1. See Table  J-1  Hard, congeal, dry (B)  →"
1776-Firmlybelieve,Firmly believe,,,1776-Firmlybelieve,"  ‘Firmly believe’ tr. [Zhuang]. Aspiration as well as medial *r are unexplained, unless this is a different etymon related to AA-Mon kriŋ (krɔŋ) ‘stiff, hard’. "
1777-Solidlyearnestly,"Solidly, earnestly",,,1777-Solidlyearnestly,"  ‘Solidly, earnestly’ [Shu]. "
1778-Shoulder,Shoulder,,,1778-Shoulder,"  ‘Shoulder’ [Shi], ‘to shoulder, carry’ [Shu] is shared with PKS *k-xiːn¹ ‘arm’, PTai *kh- > S. kʰɛɛnᴬ¹ ‘arm’. "
1779-Villainwickedness,"Villain, wickedness",,,1779-Villainwickedness,"  ‘Villain, wickedness’ [Shu].  ||  [<] perh. a k-prefix noun derived from a hypothetical root *ran (§5.4)."
1780-Tovilifyslander,"To vilify, slander",,,1780-Tovilifyslander,"  ‘To vilify, slander’ [Lun].  ||  [<] perh. an s-causative / tr. derived from a root *ran (§5.2.1). "
1781-Tobeinthemiddlebeinserted,"To be in the middle, be inserted",,,1781-Tobeinthemiddlebeinserted,"  ‘To be in the middle, be inserted’ [Shi], ‘crevice, interstice’ [Zhuang].   ||  [T] Sin Sukchu SR kjan (平);  MGZY (gÿan >) gyan (平) [kjan]; ONW kän  ||  [E] ST: Lushai inᴸ-kaarᴸ ‘the space, interval or distance between, difference’ ᛝ inᴸ-kaarᴴ-aɁᴸ ‘to come between’; PLB *gra² > WB kraᴮ ‘have space between, be apart’ ᛝ ə-kraᴮ ‘crack, opening’ (-> MidMon /əkra/ ‘interval, (space) between, within’) ᛝ kʰraᴮ ‘be between, divide, different’.  ||  Bodman (1980: 87) relates this wf to the WT items under → chǐ1 拸 (*hral ‘split’). → xián5 閑閒 ‘leisure’ is sometimes thought to be related to jiān. "
1782-Toputinbetweeninsertalternatesupersede,"To put in between, insert, alternate, supersede",,,1782-Toputinbetweeninsertalternatesupersede,"  ‘To put in between, insert, alternate, supersede’ [Shi], ‘to separate, differences, meddle between’ [Zuo].  ||  [<] exoactive of jiān 間閒 (§4.3). "
1784-Tocombineatthesametime,"To combine, at the same time",,,1784-Tocombineatthesametime,"  ‘To combine, at the same time’ [Shu, Yi], ‘grasp, hold together, all-embracing’ [Meng, Mozi].  ||  [E] MK *ckiəm, *ckəm, *ckaim ‘grasp, hold’ (Shorto 2006 #1312): PMonic *ckiəm, OMon ckem ‘to grasp, pick up’ [Diffloth 1984: 215], OMon ‘handful’ ᛝ pkom ‘to collect together’, Aslian cəkam  etc. ‘hold’ [Benjamin 1976: 109]; PVM *gəmᴬ ‘to hold’, Khasi kem ‘to arrest, seize, wrestle’. MK -> Lushai kimR ‘entire, be complete’. Perh. → qín5 擒 is connected. "
1785-Toseepintogetwetmoistensoak,"To seep into, get wet, moisten, soak",,,1785-Toseepintogetwetmoistensoak,"  ‘To seep into, get wet, moisten, soak’ 漸 [Shi, Shu]; ‘to moisten, enrich, benefit’ 瀸 [Lü], ‘to soak’ [Liji].  ||  [E] MK: Khmer jāṃ /coəm/ (darkened by water:) ‘wet, soaked, permeated, steeped’ (also ‘dark’). Khmer ? -> Tai: S. čomᴬ¹ ‘to sink, submerged’, Saek cɔm / camᴬ¹ ‘to sink’. "
1786-Graduallytoadvancegradually,"Gradually, to advance gradually",,,1786-Graduallytoadvancegradually,"  ‘Gradually, to advance gradually’ [Shu, Yi] (< ‘drop-wise’, so Karlgren GSR 611f).   ||  Jiān is possibly the same etymon as → jiān9 熸 ‘extinguish’; or it might have originated in OC as a variant of jìn 浸 (→ chén2 沈, see there for further comments). "
1787-Extinguish,Extinguish,,,1787-Extinguish,  ‘Extinguish’ [Zuo]. This word and its derivatives may be connected with → jiān8 漸瀸湛; see also → chén2 沈 for comments. 
1788-Gointowaterwade,"Go into water, wade",,,1788-Gointowaterwade,"  ‘Go into water, wade’ [Guoyu], ‘lie at bottom of water, be soaked (in pleasure)’ [Shu]. "
1789-Tohidesecretly,"To hide, secretly",,,1789-Tohidesecretly,"  ‘To hide, secretly’ [Zuo]. "
1790-Bowandarrowcase,Bow and arrow case,,,1790-Bowandarrowcase,"  ‘Bow and arrow case’ [Zuo].  ||  [E] Perh. related to WT rkyal-pa  ‘leather sack, bag’ (Unger Hao-ku 35, 1986: 30). "
